Date,Open,High,Low,Close,Volume,S_High,S_Low,Signal,Price,Price_exit
2019-01-08 14:15:00+05:30,27463.95,27519.1,27436.3,27517.25,0,27517.25,,0,0.0,0.0
2019-01-08 15:15:00+05:30,27517.5,27539.2,27486.75,27499.05,0,,27499.05,0,0.0,0.0
2019-01-09 09:15:00+05:30,27651.25,27683.05,27582.0,27606.85,0,,,0,0.0,0.0
2019-01-09 10:15:00+05:30,27605.7,27639.45,27580.65,27608.85,0,,,0,0.0,0.0
2019-01-09 11:15:00+05:30,27608.35,27637.5,27586.0,27623.1,0,,,0,0.0,0.0
2019-01-09 12:15:00+05:30,27622.7,27678.35,27597.35,27674.0,0,27674.0,,0,0.0,0.0
2019-01-09 13:15:00+05:30,27670.95,27704.6,27412.5,27524.1,0,,27524.1,0,0.0,0.0
2019-01-09 14:15:00+05:30,27526.7,27751.35,27491.35,27742.4,0,27742.4,,0,0.0,0.0
2019-01-09 15:15:00+05:30,27740.4,27752.95,27703.55,27711.2,0,,,0,0.0,0.0
2019-01-10 09:15:00+05:30,27713.55,27713.55,27558.3,27603.8,0,,,0,0.0,0.0
2019-01-10 10:15:00+05:30,27604.65,27684.4,27568.7,27579.45,0,,,0,0.0,0.0
2019-01-10 11:15:00+05:30,27581.0,27597.3,27514.95,27550.7,0,,27550.7,0,0.0,0.0
2019-01-10 12:15:00+05:30,27549.95,27583.3,27519.3,27568.05,0,27568.05,,0,0.0,0.0
2019-01-10 13:15:00+05:30,27570.1,27580.4,27494.9,27562.15,0,,,0,0.0,0.0
2019-01-10 14:15:00+05:30,27562.45,27577.1,27491.45,27521.2,0,,27521.2,0,0.0,0.0
2019-01-10 15:15:00+05:30,27520.5,27534.5,27496.05,27526.25,0,,,0,0.0,0.0
2019-01-11 09:15:00+05:30,27602.8,27612.15,27519.4,27532.2,0,27532.2,,0,0.0,0.0
2019-01-11 10:15:00+05:30,27529.9,27533.75,27461.95,27476.3,0,,,0,0.0,0.0
2019-01-11 11:15:00+05:30,27475.7,27488.7,27405.15,27452.8,0,,,0,0.0,0.0
2019-01-11 12:15:00+05:30,27452.85,27468.0,27405.4,27446.15,0,,,0,0.0,0.0
2019-01-11 13:15:00+05:30,27446.15,27454.45,27383.75,27437.35,0,,27437.35,0,0.0,0.0
2019-01-11 14:15:00+05:30,27434.2,27509.3,27424.6,27492.25,0,27492.25,,0,0.0,0.0
2019-01-11 15:15:00+05:30,27489.8,27493.75,27405.4,27420.4,0,,,0,0.0,0.0
2019-01-14 09:15:00+05:30,27389.2,27389.2,27222.8,27224.85,0,,27224.85,0,0.0,0.0
2019-01-14 10:15:00+05:30,27224.15,27269.75,27217.6,27243.95,0,27243.95,,0,0.0,0.0
2019-01-14 11:15:00+05:30,27243.3,27246.1,27182.25,27210.95,0,,27210.95,0,0.0,0.0
2019-01-14 12:15:00+05:30,27211.65,27286.1,27211.15,27247.15,0,,,0,0.0,0.0
2019-01-14 13:15:00+05:30,27246.85,27315.25,27231.25,27279.4,0,27279.4,,0,0.0,0.0
2019-01-14 14:15:00+05:30,27278.55,27309.65,27251.3,27258.7,0,,,0,0.0,0.0
2019-01-14 15:15:00+05:30,27256.55,27260.25,27234.1,27252.2,0,,27252.2,0,0.0,0.0
2019-01-15 09:15:00+05:30,27317.55,27426.1,27317.55,27383.25,0,,,0,0.0,0.0
2019-01-15 10:15:00+05:30,27384.7,27418.65,27354.25,27400.4,0,27400.4,,0,0.0,0.0
2019-01-15 11:15:00+05:30,27400.15,27447.0,27377.05,27381.9,0,,,0,0.0,0.0
2019-01-15 12:15:00+05:30,27382.15,27389.45,27357.25,27377.7,0,,,0,0.0,0.0
2019-01-15 13:15:00+05:30,27377.65,27400.9,27341.85,27368.2,0,,27368.2,0,0.0,0.0
2019-01-15 14:15:00+05:30,27367.4,27416.85,27362.8,27405.25,0,27405.25,,0,0.0,0.0
2019-01-15 15:15:00+05:30,27405.2,27422.0,27383.0,27388.9,0,,27388.9,0,0.0,0.0
2019-01-16 09:15:00+05:30,27405.65,27551.6,27405.65,27547.45,0,27547.45,,0,0.0,0.0
2019-01-16 10:15:00+05:30,27547.3,27551.65,27485.1,27495.5,0,,27495.5,0,0.0,0.0
2019-01-16 11:15:00+05:30,27496.1,27539.65,27470.85,27522.95,0,27522.95,,0,0.0,0.0
2019-01-16 12:15:00+05:30,27524.7,27554.75,27504.1,27510.0,0,,,0,0.0,0.0
2019-01-16 13:15:00+05:30,27510.4,27522.85,27462.5,27477.45,0,,27477.45,0,0.0,0.0
2019-01-16 14:15:00+05:30,27477.5,27533.2,27463.75,27491.55,0,27491.55,,0,0.0,0.0
2019-01-16 15:15:00+05:30,27491.7,27497.55,27442.15,27451.85,0,,27451.85,0,0.0,0.0
2019-01-17 09:15:00+05:30,27568.6,27570.45,27479.4,27516.05,0,27516.05,,0,0.0,0.0
2019-01-17 10:15:00+05:30,27516.45,27539.4,27464.9,27506.35,0,,,0,0.0,0.0
2019-01-17 11:15:00+05:30,27506.25,27514.75,27445.05,27460.3,0,,,0,0.0,0.0
2019-01-17 12:15:00+05:30,27458.85,27459.05,27386.35,27417.9,0,,,0,0.0,0.0
2019-01-17 13:15:00+05:30,27418.7,27418.9,27336.2,27397.55,0,,27397.55,0,0.0,0.0
2019-01-17 14:15:00+05:30,27396.95,27611.55,27396.95,27527.05,0,27527.05,,0,0.0,0.0
2019-01-17 15:15:00+05:30,27523.2,27531.3,27486.35,27495.35,0,,,0,0.0,0.0
2019-01-18 09:15:00+05:30,27550.05,27571.55,27430.2,27457.5,0,,27457.5,0,0.0,0.0
2019-01-18 10:15:00+05:30,27458.4,27528.55,27410.95,27490.3,0,27490.3,,0,0.0,0.0
2019-01-18 11:15:00+05:30,27490.15,27525.15,27452.25,27458.15,0,,27458.15,0,0.0,0.0
2019-01-18 12:15:00+05:30,27459.95,27487.55,27431.6,27473.5,0,,,0,0.0,0.0
2019-01-18 13:15:00+05:30,27472.55,27563.9,27458.6,27521.25,0,27521.25,,0,0.0,0.0
2019-01-18 14:15:00+05:30,27522.45,27535.0,27441.05,27445.05,0,,27445.05,0,0.0,0.0
2019-01-18 15:15:00+05:30,27446.0,27474.9,27437.4,27465.1,0,,,0,0.0,0.0
2019-01-21 09:15:00+05:30,27514.55,27603.65,27390.05,27564.2,0,27564.2,,0,0.0,0.0
2019-01-21 10:15:00+05:30,27563.95,27581.5,27524.7,27535.0,0,,,0,0.0,0.0
2019-01-21 11:15:00+05:30,27533.55,27546.1,27488.35,27522.75,0,,27522.75,0,0.0,0.0
2019-01-21 12:15:00+05:30,27522.75,27617.95,27514.3,27609.55,0,27609.55,,0,0.0,0.0
2019-01-21 13:15:00+05:30,27606.6,27622.2,27517.55,27561.05,0,,,0,0.0,0.0
2019-01-21 14:15:00+05:30,27561.3,27581.35,27523.1,27537.8,0,,,0,0.0,0.0
2019-01-21 15:15:00+05:30,27537.5,27543.55,27501.5,27523.7,0,,,0,0.0,0.0
2019-01-22 09:15:00+05:30,27526.55,27526.55,27424.4,27467.55,0,,,0,0.0,0.0
2019-01-22 10:15:00+05:30,27467.55,27495.7,27413.7,27418.5,0,,,0,0.0,0.0
2019-01-22 11:15:00+05:30,27416.95,27448.3,27386.2,27410.0,0,,27410.0,0,0.0,0.0
2019-01-22 12:15:00+05:30,27412.0,27472.3,27396.8,27434.65,0,,,0,0.0,0.0
2019-01-22 13:15:00+05:30,27434.3,27519.0,27426.1,27515.9,0,27515.9,,0,0.0,0.0
2019-01-22 14:15:00+05:30,27514.05,27515.8,27455.6,27485.5,0,,,0,0.0,0.0
2019-01-22 15:15:00+05:30,27484.2,27495.2,27456.7,27470.55,0,,,0,0.0,0.0
2019-01-23 09:15:00+05:30,27493.1,27543.95,27438.65,27462.55,0,,,0,0.0,0.0
2019-01-23 10:15:00+05:30,27462.4,27480.05,27441.1,27456.5,0,,27456.5,0,0.0,0.0
2019-01-23 11:15:00+05:30,27461.0,27554.4,27459.55,27548.35,0,27548.35,,0,0.0,0.0
2019-01-23 12:15:00+05:30,27549.55,27563.55,27506.2,27519.85,0,,,0,0.0,0.0
2019-01-23 13:15:00+05:30,27519.55,27521.3,27456.1,27500.55,0,,,0,0.0,0.0
2019-01-23 14:15:00+05:30,27505.15,27510.95,27215.25,27229.4,0,,27229.4,0,0.0,0.0
2019-01-23 15:15:00+05:30,27228.6,27247.9,27201.4,27229.55,0,,,0,0.0,0.0
2019-01-24 09:15:00+05:30,27273.5,27282.85,27177.65,27231.85,0,27231.85,,0,0.0,0.0
2019-01-24 10:15:00+05:30,27232.3,27305.45,27213.45,27221.5,0,,,0,0.0,0.0
2019-01-24 11:15:00+05:30,27222.95,27236.25,27173.5,27209.35,0,,,0,0.0,0.0
2019-01-24 12:15:00+05:30,27208.65,27233.45,27151.85,27189.9,0,,27189.9,0,0.0,0.0
2019-01-24 13:15:00+05:30,27189.3,27252.15,27142.8,27212.95,0,,,0,0.0,0.0
2019-01-24 14:15:00+05:30,27211.8,27305.85,27153.8,27292.7,0,,,0,0.0,0.0
2019-01-24 15:15:00+05:30,27290.7,27339.8,27277.15,27297.95,0,,,0,0.0,0.0
2019-01-25 09:15:00+05:30,27261.45,27431.4,27261.45,27371.1,0,27371.1,,0,0.0,0.0
2019-01-25 10:15:00+05:30,27371.0,27386.9,27345.9,27368.85,0,,,0,0.0,0.0
2019-01-25 11:15:00+05:30,27368.75,27377.4,27328.25,27362.9,0,,27362.9,0,0.0,0.0
2019-01-25 12:15:00+05:30,27364.8,27391.45,27343.7,27363.15,0,27363.15,,0,0.0,0.0
2019-01-25 13:15:00+05:30,27363.15,27374.55,27185.55,27225.85,0,,,0,0.0,0.0
2019-01-25 14:15:00+05:30,27228.55,27245.8,27045.6,27080.3,0,,27080.3,0,0.0,0.0
2019-01-25 15:15:00+05:30,27084.9,27144.05,27078.5,27119.2,0,27119.2,,0,0.0,0.0
2019-01-28 09:15:00+05:30,27041.45,27131.8,26818.35,26853.9,0,,,0,0.0,0.0
2019-01-28 10:15:00+05:30,26853.7,26876.9,26805.25,26813.8,0,,,0,0.0,0.0
2019-01-28 11:15:00+05:30,26814.2,26814.5,26656.25,26731.6,0,,,0,0.0,0.0
2019-01-28 12:15:00+05:30,26730.65,26745.5,26681.5,26711.05,0,,,0,0.0,0.0
2019-01-28 13:15:00+05:30,26712.8,26725.85,26592.1,26620.4,0,,,0,0.0,0.0
2019-01-28 14:15:00+05:30,26620.0,26768.75,26588.15,26615.9,0,,26615.9,0,0.0,0.0
2019-01-28 15:15:00+05:30,26617.2,26710.6,26603.65,26710.25,0,26710.25,,0,0.0,0.0
2019-01-29 09:15:00+05:30,26616.25,26711.85,26554.25,26633.1,0,,26633.1,0,0.0,0.0
2019-01-29 10:15:00+05:30,26638.3,26679.45,26604.2,26634.8,0,,,0,0.0,0.0
2019-01-29 11:15:00+05:30,26637.75,26692.2,26626.2,26677.55,0,26677.55,,0,0.0,0.0
2019-01-29 12:15:00+05:30,26679.85,26742.6,26515.3,26515.3,0,,,0,0.0,0.0
2019-01-29 13:15:00+05:30,26517.15,26558.65,26478.7,26497.2,0,,26497.2,0,0.0,0.0
2019-01-29 14:15:00+05:30,26498.35,26585.3,26443.7,26512.15,0,,,0,0.0,0.0
2019-01-29 15:15:00+05:30,26510.8,26683.65,26508.95,26680.5,0,,,0,0.0,0.0
2019-01-30 09:15:00+05:30,26789.75,26822.05,26722.85,26807.2,0,26807.2,,0,0.0,0.0
2019-01-30 10:15:00+05:30,26806.1,26808.2,26695.05,26705.15,0,,26705.15,0,0.0,0.0
2019-01-30 11:15:00+05:30,26706.1,26767.95,26697.7,26734.65,0,,,0,0.0,0.0
2019-01-30 12:15:00+05:30,26732.95,26855.15,26730.95,26819.1,0,26819.1,,0,0.0,0.0
2019-01-30 13:15:00+05:30,26819.2,26844.6,26769.9,26818.85,0,,,0,0.0,0.0
2019-01-30 14:15:00+05:30,26819.15,26915.0,26737.95,26818.2,0,,26818.2,0,0.0,0.0
2019-01-30 15:15:00+05:30,26816.2,26858.75,26797.75,26831.45,0,,,0,0.0,0.0
2019-01-31 09:15:00+05:30,26969.15,26990.1,26892.8,26927.4,0,,,0,0.0,0.0
2019-01-31 10:15:00+05:30,26929.6,27015.95,26900.15,27003.7,0,,,0,0.0,0.0
2019-01-31 11:15:00+05:30,27003.4,27070.9,26983.7,27045.95,0,,,0,0.0,0.0
2019-01-31 12:15:00+05:30,27044.6,27078.85,26969.4,27068.6,0,,,0,0.0,0.0
2019-01-31 13:15:00+05:30,27068.85,27217.95,27065.85,27141.95,0,,,0,0.0,0.0
2019-01-31 14:15:00+05:30,27140.25,27323.3,27140.25,27287.85,0,27287.85,,0,0.0,0.0
2019-01-31 15:15:00+05:30,27286.45,27301.15,27250.25,27250.25,0,,27250.25,0,0.0,0.0
2019-02-01 09:15:00+05:30,27334.55,27341.45,27195.2,27311.15,0,27311.15,,0,0.0,0.0
2019-02-01 10:15:00+05:30,27310.85,27330.85,27216.25,27262.35,0,,27262.35,0,0.0,0.0
2019-02-01 11:15:00+05:30,27261.75,27343.85,27250.25,27288.85,0,,,0,0.0,0.0
2019-02-01 12:15:00+05:30,27289.2,27531.65,27282.4,27514.45,0,27514.45,,0,0.0,0.0
2019-02-01 13:15:00+05:30,27510.45,27516.15,27073.25,27163.1,0,,,0,0.0,0.0
2019-02-01 14:15:00+05:30,27162.55,27192.6,26931.7,27054.4,0,,27054.4,0,0.0,0.0
2019-02-01 15:15:00+05:30,27053.65,27095.55,27031.3,27060.2,0,27060.2,,0,0.0,0.0
2019-02-04 09:15:00+05:30,26974.0,26974.0,26827.3,26900.4,0,,,0,0.0,0.0
2019-02-04 10:15:00+05:30,26897.9,26945.1,26871.25,26885.35,0,,26885.35,0,0.0,0.0
2019-02-04 11:15:00+05:30,26884.75,27014.65,26883.45,26993.65,0,26993.65,,0,0.0,0.0
2019-02-04 12:15:00+05:30,26993.65,27008.4,26896.05,26965.45,0,,26965.45,0,0.0,0.0
2019-02-04 13:15:00+05:30,26965.4,27155.35,26905.05,27080.2,0,,,0,0.0,0.0
2019-02-04 14:15:00+05:30,27079.8,27241.75,27075.0,27192.95,0,27192.95,,0,0.0,0.0
2019-02-04 15:15:00+05:30,27194.0,27208.75,27162.85,27180.2,0,,27180.2,0,0.0,0.0
2019-02-05 09:15:00+05:30,27226.05,27271.9,27153.6,27242.9,0,27242.9,,0,0.0,0.0
2019-02-05 10:15:00+05:30,27244.05,27275.6,27210.65,27224.1,0,,27224.1,0,0.0,0.0
2019-02-05 11:15:00+05:30,27224.1,27337.4,27211.15,27324.3,0,27324.3,,0,0.0,0.0
2019-02-05 12:15:00+05:30,27322.3,27347.4,27265.9,27294.05,0,,,0,0.0,0.0
2019-02-05 13:15:00+05:30,27293.35,27347.45,27209.0,27280.35,0,,,0,0.0,0.0
2019-02-05 14:15:00+05:30,27279.05,27310.15,27243.5,27266.7,0,,27266.7,0,0.0,0.0
2019-02-05 15:15:00+05:30,27268.85,27298.65,27246.15,27275.15,0,,,0,0.0,0.0
2019-02-06 09:15:00+05:30,27326.2,27393.2,27309.2,27330.2,0,,,0,0.0,0.0
2019-02-06 10:15:00+05:30,27331.55,27368.85,27294.1,27359.15,0,,,0,0.0,0.0
2019-02-06 11:15:00+05:30,27358.4,27385.0,27344.8,27376.9,0,,,0,0.0,0.0
2019-02-06 12:15:00+05:30,27377.5,27424.0,27362.3,27393.85,0,27393.85,,0,0.0,0.0
2019-02-06 13:15:00+05:30,27394.4,27406.35,27336.05,27375.85,0,,27375.85,0,0.0,0.0
2019-02-06 14:15:00+05:30,27376.1,27414.3,27331.6,27398.0,0,,,0,0.0,0.0
2019-02-06 15:15:00+05:30,27396.8,27428.5,27377.7,27405.7,0,,,0,0.0,0.0
2019-02-07 09:15:00+05:30,27424.1,27479.9,27383.8,27427.4,0,,,0,0.0,0.0
2019-02-07 10:15:00+05:30,27427.4,27483.75,27426.65,27454.2,0,,,0,0.0,0.0
2019-02-07 11:15:00+05:30,27454.6,27588.5,27356.05,27465.3,0,,,0,0.0,0.0
2019-02-07 12:15:00+05:30,27467.0,27510.5,27333.3,27508.35,0,27508.35,,0,0.0,0.0
2019-02-07 13:15:00+05:30,27509.75,27538.3,27463.8,27489.35,0,,,0,0.0,0.0
2019-02-07 14:15:00+05:30,27489.55,27524.65,27402.35,27403.6,0,,,0,0.0,0.0
2019-02-07 15:15:00+05:30,27404.0,27418.65,27324.5,27344.7,0,,,0,0.0,0.0
2019-02-08 09:15:00+05:30,27302.65,27316.5,27247.8,27273.65,0,,,0,0.0,0.0
2019-02-08 10:15:00+05:30,27273.05,27292.5,27221.35,27252.95,0,,27252.95,0,0.0,0.0
2019-02-08 11:15:00+05:30,27252.0,27284.2,27230.05,27278.85,0,,,0,0.0,0.0
2019-02-08 12:15:00+05:30,27279.35,27322.7,27234.2,27295.55,0,,,0,0.0,0.0
2019-02-08 13:15:00+05:30,27295.55,27482.1,27288.2,27439.55,0,27439.55,,0,0.0,0.0
2019-02-08 14:15:00+05:30,27437.05,27472.25,27271.0,27275.45,0,,,0,0.0,0.0
2019-02-08 15:15:00+05:30,27280.0,27283.5,27244.5,27261.5,0,,,0,0.0,0.0
2019-02-11 09:15:00+05:30,27240.5,27251.85,27156.35,27187.65,0,,27187.65,0,0.0,0.0
2019-02-11 10:15:00+05:30,27186.7,27205.4,27152.0,27190.0,0,,,0,0.0,0.0
2019-02-11 11:15:00+05:30,27185.3,27273.95,27178.85,27253.15,0,27253.15,,0,0.0,0.0
2019-02-11 12:15:00+05:30,27254.3,27305.9,27212.45,27229.45,0,,27229.45,0,0.0,0.0
2019-02-11 13:15:00+05:30,27229.9,27252.35,27172.65,27236.05,0,27236.05,,0,0.0,0.0
2019-02-11 14:15:00+05:30,27234.45,27274.45,27193.1,27213.1,0,,27213.1,0,0.0,0.0
2019-02-11 15:15:00+05:30,27214.85,27272.45,27194.55,27259.95,0,27259.95,,0,0.0,0.0
2019-02-12 09:15:00+05:30,27166.9,27279.25,27159.7,27244.1,0,,27244.1,0,0.0,0.0
2019-02-12 10:15:00+05:30,27246.5,27286.15,27223.35,27252.2,0,27252.2,,0,0.0,0.0
2019-02-12 11:15:00+05:30,27253.25,27271.5,27221.4,27231.6,0,,,0,0.0,0.0
2019-02-12 12:15:00+05:30,27231.0,27236.3,27165.35,27198.45,0,,27198.45,0,0.0,0.0
2019-02-12 13:15:00+05:30,27199.9,27235.15,27174.8,27225.6,0,27225.6,,0,0.0,0.0
2019-02-12 14:15:00+05:30,27225.6,27247.6,26998.75,27029.75,0,,,0,0.0,0.0
2019-02-12 15:15:00+05:30,27025.5,27026.85,26989.2,26996.15,0,,26996.15,0,0.0,0.0
2019-02-13 09:15:00+05:30,27068.85,27105.65,27009.75,27030.3,0,,,0,0.0,0.0
2019-02-13 10:15:00+05:30,27031.2,27086.0,27020.25,27053.55,0,,,0,0.0,0.0
2019-02-13 11:15:00+05:30,27054.3,27080.15,27038.75,27055.95,0,,,0,0.0,0.0
2019-02-13 12:15:00+05:30,27056.15,27093.9,27047.8,27056.7,0,27056.7,,0,0.0,0.0
2019-02-13 13:15:00+05:30,27056.95,27080.4,26948.35,27028.6,0,,,0,0.0,0.0
2019-02-13 14:15:00+05:30,27034.55,27043.9,26875.9,26876.25,0,,,0,0.0,0.0
2019-02-13 15:15:00+05:30,26879.35,26880.3,26842.8,26842.9,0,,26842.9,0,0.0,0.0
2019-02-14 09:15:00+05:30,26978.0,27002.2,26818.65,26867.25,0,,,0,0.0,0.0
2019-02-14 10:15:00+05:30,26868.45,26905.15,26835.35,26895.45,0,,,0,0.0,0.0
2019-02-14 11:15:00+05:30,26895.15,26967.95,26891.25,26957.6,0,26957.6,,0,0.0,0.0
2019-02-14 12:15:00+05:30,26960.45,26969.45,26872.25,26917.8,0,,26917.8,0,0.0,0.0
2019-02-14 13:15:00+05:30,26919.55,27023.9,26849.0,26970.05,0,26970.05,,0,0.0,0.0
2019-02-14 14:15:00+05:30,26970.65,27028.5,26932.4,26960.65,0,,26960.65,0,0.0,0.0
2019-02-14 15:15:00+05:30,26960.7,27006.95,26956.25,26992.8,0,26992.8,,0,0.0,0.0
2019-02-15 09:15:00+05:30,27017.2,27020.55,26819.5,26855.9,0,,,0,0.0,0.0
2019-02-15 10:15:00+05:30,26855.2,26878.9,26677.05,26682.5,0,,26682.5,0,0.0,0.0
2019-02-15 11:15:00+05:30,26683.4,26751.2,26666.3,26688.65,0,,,0,0.0,0.0
2019-02-15 12:15:00+05:30,26689.25,26724.85,26635.45,26688.75,0,,,0,0.0,0.0
2019-02-15 13:15:00+05:30,26689.75,26817.4,26663.8,26815.4,0,26815.4,,0,0.0,0.0
2019-02-15 14:15:00+05:30,26814.7,26851.95,26663.5,26812.5,0,,,0,0.0,0.0
2019-02-15 15:15:00+05:30,26814.6,26856.7,26767.0,26792.9,0,,,0,0.0,0.0
2019-02-18 09:15:00+05:30,26754.6,26828.55,26731.55,26787.65,0,,,0,0.0,0.0
2019-02-18 10:15:00+05:30,26788.15,26800.55,26690.2,26723.25,0,,26723.25,0,0.0,0.0
2019-02-18 11:15:00+05:30,26730.45,26787.1,26714.55,26748.45,0,,,0,0.0,0.0
2019-02-18 12:15:00+05:30,26749.05,26823.85,26729.4,26753.3,0,26753.3,,0,0.0,0.0
2019-02-18 13:15:00+05:30,26752.35,26775.75,26692.2,26745.1,0,,,0,0.0,0.0
2019-02-18 14:15:00+05:30,26743.0,26762.2,26649.3,26671.45,0,,,0,0.0,0.0
2019-02-18 15:15:00+05:30,26671.55,26674.45,26617.7,26633.7,0,,26633.7,0,0.0,0.0
2019-02-19 09:15:00+05:30,26666.55,26914.1,26666.55,26869.05,0,26869.05,,0,0.0,0.0
2019-02-19 10:15:00+05:30,26871.95,26900.2,26826.15,26860.25,0,,26860.25,0,0.0,0.0
2019-02-19 11:15:00+05:30,26861.6,26889.85,26844.0,26865.8,0,,,0,0.0,0.0
2019-02-19 12:15:00+05:30,26865.2,26995.65,26839.2,26959.5,0,26959.5,,0,0.0,0.0
2019-02-19 13:15:00+05:30,26959.25,26975.1,26880.45,26886.7,0,,,0,0.0,0.0
2019-02-19 14:15:00+05:30,26887.5,26949.5,26675.5,26697.8,0,,,0,0.0,0.0
2019-02-19 15:15:00+05:30,26695.0,26697.0,26626.9,26656.5,0,,26656.5,0,0.0,0.0
2019-02-20 09:15:00+05:30,26786.0,26921.25,26733.75,26849.55,0,26849.55,,0,0.0,0.0
2019-02-20 10:15:00+05:30,26849.95,26864.95,26823.55,26834.65,0,,,0,0.0,0.0
2019-02-20 11:15:00+05:30,26834.35,26845.55,26776.45,26814.35,0,,26814.35,0,0.0,0.0
2019-02-20 12:15:00+05:30,26814.65,26885.55,26796.7,26837.0,0,26837.0,,0,0.0,0.0
2019-02-20 13:15:00+05:30,26837.0,26892.5,26760.5,26764.7,0,,26764.7,0,0.0,0.0
2019-02-20 14:15:00+05:30,26765.9,26983.6,26762.15,26962.0,0,,,0,0.0,0.0
2019-02-20 15:15:00+05:30,26959.15,26976.7,26949.65,26966.75,0,,,0,0.0,0.0
2019-02-21 09:15:00+05:30,26994.75,27081.55,26982.55,27029.1,0,27029.1,,0,0.0,0.0
2019-02-21 10:15:00+05:30,27029.4,27033.55,26990.1,27006.8,0,,27006.8,0,0.0,0.0
2019-02-21 11:15:00+05:30,27008.1,27081.55,27003.55,27042.85,0,,,0,0.0,0.0
