,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Volume,DailyOpen,S_High,S_Low,Signal,Price_exit,Price
0,0,0,0,2015-02-02 09:15:00+05:30,8802.5,8807.8,8772.45,8777.25,0,8802.5,,,0,8777.25,8777.25
1,1,1,1,2015-02-02 10:15:00+05:30,8776.85,8805.25,8772.65,8786.75,0,8802.5,,,0,0.0,0.0
2,2,2,2,2015-02-02 11:15:00+05:30,8786.3,8792.35,8751.45,8768.5,0,8802.5,,,0,0.0,0.0
3,3,3,3,2015-02-02 12:15:00+05:30,8767.85,8769.75,8752.85,8758.45,0,8802.5,,,0,0.0,0.0
4,4,4,4,2015-02-02 13:15:00+05:30,8758.8,8839.9,8755.35,8826.25,0,8802.5,,,0,0.0,0.0
5,5,5,5,2015-02-02 14:15:00+05:30,8825.9,8826.8,8775.35,8797.05,0,8802.5,,,0,0.0,0.0
6,6,6,6,2015-02-02 15:15:00+05:30,8797.1,8803.55,8789.6,8798.15,0,8802.5,,,0,0.0,0.0
7,7,7,7,2015-02-03 09:15:00+05:30,8823.15,8836.45,8798.2,8801.2,0,8823.15,,,0,0.0,0.0
8,8,8,8,2015-02-03 10:15:00+05:30,8801.45,8836.05,8768.7,8828.45,0,8823.15,,,0,0.0,0.0
9,9,9,9,2015-02-03 11:15:00+05:30,8827.6,8827.6,8729.7,8741.65,0,8823.15,,,0,0.0,0.0
10,10,10,10,2015-02-03 12:15:00+05:30,8741.4,8758.75,8726.65,8733.6,0,8823.15,,,0,0.0,0.0
11,11,11,11,2015-02-03 13:15:00+05:30,8734.2,8795.8,8731.45,8770.35,0,8823.15,,,0,0.0,0.0
12,12,12,12,2015-02-03 14:15:00+05:30,8770.6,8784.15,8752.75,8761.8,0,8823.15,,,0,0.0,0.0
13,13,13,13,2015-02-03 15:15:00+05:30,8761.25,8761.85,8740.4,8746.65,0,8823.15,,,0,0.0,0.0
14,14,14,14,2015-02-04 09:15:00+05:30,8789.15,8791.45,8732.55,8740.6,0,8789.15,,,0,0.0,0.0
15,15,15,15,2015-02-04 10:15:00+05:30,8741.6,8757.55,8716.75,8745.5,0,8789.15,,,0,0.0,0.0
16,16,16,16,2015-02-04 11:15:00+05:30,8746.0,8764.7,8740.9,8747.85,0,8789.15,,,0,0.0,0.0
17,17,17,17,2015-02-04 12:15:00+05:30,8747.9,8780.3,8735.2,8771.65,0,8789.15,,,0,0.0,0.0
18,18,18,18,2015-02-04 13:15:00+05:30,8771.4,8774.25,8750.3,8759.35,0,8789.15,,,0,0.0,0.0
19,19,19,19,2015-02-04 14:15:00+05:30,8759.4,8773.6,8723.45,8724.35,0,8789.15,,,0,0.0,0.0
20,20,20,20,2015-02-04 15:15:00+05:30,8724.35,8725.25,8704.7,8713.95,0,8789.15,,,0,0.0,0.0
21,21,21,21,2015-02-05 09:15:00+05:30,8733.1,8761.6,8705.75,8757.4,0,8733.1,,,0,0.0,0.0
22,22,22,22,2015-02-05 10:15:00+05:30,8758.0,8767.85,8738.45,8752.95,0,8733.1,,,0,0.0,0.0
23,23,23,23,2015-02-05 11:15:00+05:30,8753.55,8766.35,8742.05,8751.75,0,8733.1,,,0,0.0,0.0
24,24,24,24,2015-02-05 12:15:00+05:30,8751.6,8779.0,8748.8,8778.55,0,8733.1,,,0,0.0,0.0
25,25,25,25,2015-02-05 13:15:00+05:30,8778.2,8838.3,8777.55,8824.15,0,8733.1,,,0,0.0,0.0
26,26,26,26,2015-02-05 14:15:00+05:30,8822.4,8829.2,8707.8,8708.0,0,8733.1,,,0,0.0,0.0
